Id,job,sector,Month_salary,13_salary,eventual_salary,indemnity,extra_salary,discount_salary,total_salary
254,SD 1C PM,PM,3754.810,0.000,0.000,0.000,752.100,0.000,3474.480
255,PROFESSOR DE ENSINO MED E TEC,CEETEPS,5468.460,0.000,0.000,0.000,0.000,0.000,4397.890
256,1SGT  PM,SPPREV,6453.990,0.000,0.000,0.000,0.000,0.000,5711.450
257,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,3810.460,0.000,0.000,0.000,0.000,0.000,3810.270
258,CARCEREIRO DE 2A CLASSE,SSP,4956.460,0.000,0.000,0.000,240.000,0.000,2901.750
259,OFICIAL OPERACIONAL,SPPREV,2382.170,0.000,0.000,0.000,0.000,0.000,1754.220
260,OFICIAL AP.PESQ.CIENT.TECNOL.,SPPREV,2759.970,0.000,0.000,0.000,0.000,0.000,1908.130
261,DELEGADO POLICIA 2A CLASSE,SPPREV,11050.790,0.000,0.000,0.000,0.000,0.000,8939.600
262,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1539.400,0.000,0.000,0.000,0.000,0.000,1539.400
263,COMPLEM. APOSENT. - FEPASA,ADM GERAL,2470.590,0.000,0.000,0.000,0.000,0.000,52.710
264,AG.SEG.PENITENC.CLASSE VII,SAP,7139.340,0.000,0.000,0.000,0.000,0.000,3077.530
265,SD 2C PM,PM,3034.050,0.000,0.000,0.000,501.400,0.000,3030.960
266,OFICIAL OPERACIONAL,SPPREV,2887.760,0.000,0.000,0.000,0.000,0.000,2806.310
267,3SGT  PM,SPPREV,5241.790,0.000,0.000,0.000,0.000,0.000,4760.190
268,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2089.210,0.000,0.000,0.000,0.000,0.000,1462.480
269,STEN  PM,SPPREV,4294.730,0.000,0.000,0.000,0.000,0.000,4107.980
270,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1380.500,0.000,0.000,0.000,0.000,0.000,1380.500
271,AGENTE DE SAUDE,HCFMUSP,1969.200,0.000,0.000,0.000,0.000,0.000,1480.570
272,PROFESSOR EDUCACAO BASICA II,EDUCACAO,3292.820,0.000,188.440,0.000,92.880,0.000,2965.210
273,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,1254.000,0.000,0.000,0.000,183.160,0.000,763.020
274,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2138.140,0.000,0.000,0.000,0.000,0.000,2138.140
275,INVESTIGADOR POL.CL.ESPECIAL,SPPREV,7948.960,0.000,0.000,0.000,0.000,0.000,5113.290
276,ESCRIVAO POL.CLASSE ESPECIAL,SPPREV,8563.070,0.000,0.000,0.000,0.000,0.000,4615.620
277,COMPLEM. APOSENT. - FEPASA,ADM GERAL,1306.310,0.000,0.000,0.000,0.000,0.000,267.190
278,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1802.240,0.000,0.000,0.000,0.000,0.000,976.160
279,MEDICO I,SPPREV,3841.500,0.000,0.000,0.000,0.000,0.000,3766.650
280,PROFESSOR EDUCACAO BASICA II,SPPREV,3923.530,0.000,0.000,0.000,0.000,0.000,3157.550
281,COMPLEM. APOSENT. - CEAGESP,ADM GERAL,2508.320,0.000,0.000,0.000,0.000,0.000,625.410
282,DELEGADO POLICIA 2A CLASSE,SPPREV,15783.960,0.000,0.000,0.000,0.000,0.000,11968.370
283,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,937.000,0.000,0.000,0.000,0.000,0.000,937.000
284,STEN  PM,SPPREV,6753.920,0.000,0.000,0.000,0.000,0.000,4421.590
285,AUXILIAR DE APOIO,CEETEPS,3311.240,1655.610,0.000,0.000,546.340,0.000,4787.190
286,3SGT  PM,PM,5745.780,0.000,0.000,0.000,451.260,0.000,3858.520
287,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2727.320,0.000,0.000,0.000,21.160,0.000,2262.780
288,AUXILIAR SERV. GERAIS,SPPREV,1485.030,0.000,0.000,0.000,0.000,0.000,1453.930
289,CABO  PM,PM,4062.210,0.000,0.000,0.000,701.960,0.000,4038.940
290,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2779.890,0.000,0.000,0.000,95.040,0.000,1767.210
291,ENCARREGADO I,SPPREV,1836.620,918.310,0.000,0.000,0.000,0.000,2432.680
292,AUXILIAR DE ENFERMAGEM,SPPREV,2078.710,0.000,0.000,0.000,0.000,0.000,1485.330
293,OP TRAN METROV I (ESTACAO),METRO,6449.730,0.000,0.000,0.000,0.000,0.000,3516.510
294,OFICIAL AP.PESQ.CIENT.TECNOL.,SPPREV,2759.970,0.000,0.000,0.000,0.000,0.000,1837.570
295,TECNICO DA FAZENDA ESTADUAL,SPPREV,2939.700,0.000,0.000,0.000,0.000,0.000,2879.510
296,PROFESSOR DE ENSINO MED E TEC,CEETEPS,5083.950,0.000,0.000,0.000,0.000,0.000,3256.530
297,CABO  PM,PM,4910.980,0.000,0.000,0.000,752.100,0.000,1418.620
298,COMPLEM. APOSENT. - FEPASA,ADM GERAL,1879.150,0.000,0.000,0.000,0.000,0.000,617.280
299,PROFESSOR EDUCACAO BASICA II,EDUCACAO,5847.380,0.000,0.000,0.000,0.000,0.000,4464.470
300,3SGT  PM,SPPREV,5241.790,0.000,0.000,0.000,0.000,0.000,4611.800
301,3SGT  PM,SPPREV,5427.320,0.000,0.000,0.000,0.000,0.000,4525.560
302,3SGT  PM,SPPREV,5612.860,0.000,0.000,0.000,0.000,0.000,4015.890
303,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,3098.810,0.000,0.000,0.000,0.000,0.000,2860.120
304,MEDICO I,SPPREV,3853.330,0.000,0.000,0.000,0.000,0.000,3411.550
305,PROFESSOR DE ENSINO MED E TEC,CEETEPS,1851.970,0.000,0.000,0.000,0.000,0.000,1576.450
306,ARQUITETO VI,DAEE,64854.790,0.000,0.000,0.000,0.000,-43223.740,16287.810
307,PROFESSOR EDUCACAO BASICA I,EDUCACAO,2606.300,1303.140,0.000,0.000,132.420,0.000,2873.690
308,ANAL.PLAN.ORC.FINANC. PUBL. I,FAZENDA,6119.000,2039.660,0.000,0.000,0.000,0.000,6535.720
309,PROFESSOR EDUCACAO BASICA I,SPPREV,3011.810,0.000,0.000,0.000,0.000,0.000,1988.560
310,PROFESSOR EDUCACAO BASICA II,EDUCACAO,3486.170,0.000,0.000,0.000,0.000,0.000,1917.270
311,1SGT  PM,PM,6256.720,0.000,0.000,0.000,13131.690,0.000,13165.640
312,TECNICO DE LABORATORIO,SPPREV,2450.660,0.000,0.000,0.000,0.000,0.000,1617.310
313,DELEGADO POLICIA 1A CLASSE,SSP,20942.410,0.000,0.000,0.000,240.000,0.000,10104.720
314,CABO  PM,PM,4910.980,0.000,0.000,0.000,752.100,0.000,4017.440
315,PROFESSOR DE ENSINO MED E TEC,CEETEPS,4572.410,0.000,0.000,0.000,0.000,0.000,2673.850
316,PROFESSOR EDUCACAO BASICA II,SPPREV,3584.210,0.000,0.000,0.000,0.000,0.000,3584.210
317,CEL PM,SPPREV,21756.950,0.000,0.000,0.000,0.000,-125.900,10117.240
318,ASSISTENTE AGROPECUARIO VI,SPPREV,15659.310,0.000,0.000,0.000,0.000,0.000,11069.970
319,MEDICO III,SAUDE,7193.930,0.000,0.000,0.000,0.000,0.000,5643.850
320,SECRETARIO DE ESCOLA,EDUCACAO,1377.500,0.000,-23.630,0.000,173.850,0.000,818.000
321,MAJ   PM,SPPREV,14269.020,0.000,0.000,0.000,0.000,0.000,10434.980
322,AUXILIAR SERV. GERAIS,SPPREV,1231.630,0.000,0.000,0.000,0.000,0.000,916.580
323,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,3227.900,0.000,0.000,0.000,0.000,0.000,3227.900
324,PROFESSOR EDUCACAO BASICA I,SPPREV,2324.160,0.000,0.000,0.000,0.000,0.000,1574.080
325,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2421.190,0.000,0.000,0.000,128.320,0.000,2172.440
326,OP TRAN METROV I (ESTACAO),METRO,500.120,11177.590,707.950,0.000,0.000,0.000,9038.100
327,AG.SEG.PENITENC.CLASSE II,SPPREV,3587.830,0.000,0.000,0.000,0.000,0.000,2177.310
328,2TEN  PM,SPPREV,9558.800,0.000,0.000,0.000,0.000,0.000,4615.650
329,COMPLEMENTACAO APOSENTADORIA EFCJ,ADM GERAL,3705.000,0.000,0.000,0.000,0.000,0.000,2767.030
330,CARCEREIRO DE CLASSE ESPECIAL,SSP,6173.890,0.000,0.000,0.000,849.120,0.000,5195.960
331,PROFESSOR EDUCACAO BASICA I,EDUCACAO,1421.810,0.000,42.980,0.000,188.290,0.000,1154.480
332,AUXILIAR SERV. GERAIS,SPPREV,1443.600,0.000,0.000,0.000,0.000,0.000,1414.730
333,ANALISTA SOCIO CULTURAL,SPPREV,5734.540,0.000,0.000,0.000,0.000,0.000,3360.730
334,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1663.140,0.000,0.000,0.000,0.000,0.000,1663.140
335,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1927.510,0.000,0.000,0.000,0.000,0.000,1156.510
336,SD 1C PM,PM,3621.430,0.000,0.000,0.000,0.000,0.000,1805.930
337,PROFESSOR DE ENSINO MED E TEC,CEETEPS,3527.200,0.000,0.000,0.000,0.000,0.000,1961.960
338,DIRETOR DE SERVICO,CEETEPS,4028.990,0.000,0.000,0.000,0.000,0.000,2359.840
339,PROFESSOR EDUCACAO BASICA I,SPPREV,1155.840,0.000,0.000,0.000,0.000,0.000,1132.730
340,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,6712.150,0.000,0.000,0.000,0.000,0.000,5705.810
341,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,5726.300,0.000,0.000,0.000,0.000,0.000,5292.010
342,PROFESSOR EDUCACAO BASICA II,SPPREV,3837.680,0.000,0.000,0.000,0.000,0.000,3494.860
343,TECNICO DE ENFERMAGEM,HCFMUSP,5108.600,0.000,0.000,0.000,0.000,0.000,3279.120
344,AUXILIAR SERV. GERAIS,SPPREV,1830.650,0.000,0.000,0.000,0.000,0.000,1255.500
345,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2125.970,0.000,0.000,0.000,233.850,0.000,1428.920
346,OP CIRCULACAO-MAQUINISTA,CPTM,4664.350,0.000,0.000,0.000,0.000,0.000,3737.670
347,AGENTE DE AP SOCIOEDUCAT II,FUND. CASA,0.000,5059.880,202.370,0.000,0.000,0.000,0.000
348,COMPLEM. DE APOSENTADORIA - CESP/CTEEP,ADM GERAL,3627.050,0.000,0.000,0.000,0.000,0.000,2318.840
349,OFICIAL ADMINISTRATIVO,SECRETARIA,4926.760,0.000,38.610,0.000,546.190,0.000,4289.860
350,AUXILIAR SERV. GERAIS,SPPREV,2484.920,0.000,0.000,0.000,0.000,0.000,2270.310
351,CABO P.M.,SPPREV,5068.790,0.000,0.000,0.000,0.000,0.000,2356.100
352,2TEN  PM,SPPREV,11737.730,0.000,0.000,0.000,0.000,0.000,8436.630
353,AUXILIAR SERV. GERAIS,SAUDE,2287.120,0.000,0.000,0.000,16.150,0.000,1796.440
354,COMPLEM. PENSAO - FEPASA,ADM GERAL,3465.490,0.000,0.000,0.000,0.000,0.000,2476.370
355,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2837.320,0.000,0.000,0.000,133.760,0.000,2116.900
356,PROFESSOR EDUCACAO BASICA I,SPPREV,2617.560,84.120,994.490,0.000,0.000,0.000,3552.900
357,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,4311.700,0.000,0.000,0.000,0.000,0.000,4047.540
358,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,19558.310,0.000,10259.300,0.000,0.000,0.000,16847.620
359,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2056.390,1028.190,0.000,0.000,0.000,0.000,3084.580
360,COMPLEM. APOSENT. - SABESP,SABESP,1361.560,0.000,0.000,0.000,0.000,0.000,1057.840
361,COMPLEM. PENSAO - SABESP,ADM GERAL,8542.230,0.000,1222.360,0.000,0.000,0.000,3860.320
362,AG.TEC. DE ASSIT. A SAUDE,SAUDE,3597.600,0.000,30.060,0.000,147.000,0.000,2920.790
363,OP TRAN METROV III (SUPERV),METRO,14005.270,0.000,0.000,0.000,0.000,0.000,5643.810
364,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2295.080,0.000,0.000,0.000,118.790,0.000,2004.420
365,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2929.860,0.000,0.000,0.000,28.200,0.000,1527.210
366,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1571.660,0.000,0.000,0.000,0.000,0.000,1555.950
367,ESCRIVAO POL.1A CLASSE,SSP,7200.020,0.000,0.000,0.000,120.000,0.000,3729.390
368,MEDICO LEGISTA DE 1A CLASSE,SPPREV,14155.140,0.000,0.000,0.000,0.000,0.000,13481.550
369,PROFESSOR EDUCACAO BASICA II,SPPREV,1261.760,0.000,0.000,0.000,0.000,0.000,1236.530
370,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2307.150,0.000,0.000,0.000,56.090,0.000,2063.360
371,PROFESSOR EDUCACAO BASICA II,SPPREV,3144.440,0.000,0.000,0.000,0.000,0.000,1952.860
372,AUX.APOIO PESQ.CIENT.TECNOL.,SPPREV,1923.150,0.000,0.000,0.000,0.000,0.000,1342.050
373,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,9992.250,4996.120,0.000,0.000,0.000,0.000,10165.010
374,COMPLEMENTACAO DE PENSAO - CESP/CTEEP,ADM GERAL,8195.060,2177.620,0.000,0.000,0.000,0.000,6145.530
375,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2722.580,1361.280,0.000,0.000,95.040,0.000,2944.840
376,COMPLEMENTACAO PENSAO - BANESPA,ADM GERAL,5701.790,0.000,0.000,0.000,0.000,0.000,4231.120
377,AUXILIAR SERV. GERAIS,SPPREV,2169.590,0.000,0.000,0.000,0.000,0.000,1400.120
378,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2458.820,0.000,0.000,0.000,0.000,0.000,2434.240
379,COMPLEM. PENSAO - FEPASA,ADM GERAL,7300.070,0.000,0.000,0.000,0.000,0.000,5116.270
380,COMPLEM. PENSAO - FEPASA,ADM GERAL,5038.450,0.000,0.000,0.000,0.000,0.000,1715.810
381,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,705.430,0.000,0.000,0.000,0.000,0.000,705.430
382,ENFERMEIRO,SAUDE,4403.400,436.830,0.000,0.000,50.510,0.000,3464.640
383,PROFESSOR EDUCACAO BASICA I,EDUCACAO,2298.790,-14.970,-230.950,0.000,150.870,0.000,2008.490
384,PROFESSOR EDUCACAO BASICA I,EDUCACAO,1250.700,0.000,0.000,0.000,198.550,0.000,1286.670
385,PROFESSOR EDUCACAO BASICA I,SPPREV,1993.100,996.550,0.000,0.000,0.000,0.000,2879.570
386,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,3397.740,0.000,0.000,0.000,0.000,0.000,2084.350
387,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,937.000,0.000,0.000,0.000,0.000,0.000,603.670
388,PROFESSOR EDUCACAO BASICA I,SPPREV,3651.730,0.000,7303.460,0.000,0.000,0.000,9114.980
389,PROFESSOR EDUCACAO BASICA I,SPPREV,4422.680,0.000,0.000,0.000,0.000,0.000,4216.960
390,PROFESSOR EDUCACAO BASICA II,SPPREV,3297.690,0.000,0.000,0.000,0.000,0.000,2126.720
391,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1591.620,0.000,-94.500,0.000,135.870,0.000,1513.230
392,AG.SEG.PENITENC.CLASSE III,SAP,3898.990,0.000,0.000,0.000,0.000,0.000,2594.920
393,TECNICO EM GESTAO 18,SABESP,27950.560,0.000,0.000,0.000,0.000,0.000,18546.120
394,COMPLEM. APOSENT. - SABESP,SABESP,17807.910,0.000,0.000,0.000,0.000,0.000,13312.540
395,ESCRIVAO POL.3A CLASSE,SPPREV,6038.940,3019.470,0.000,0.000,0.000,0.000,8691.580
396,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2774.490,1387.240,0.000,0.000,0.000,0.000,3929.640
397,PROFESSOR EDUCACAO BASICA I,SPPREV,3760.720,1880.360,0.000,0.000,0.000,0.000,5156.490
398,OFICIAL ADMINISTRATIVO,SSP,2607.880,0.000,0.000,0.000,144.160,0.000,2025.960
399,PROFESSOR EDUCACAO BASICA II,EDUCACAO,4346.980,0.000,0.000,0.000,58.380,0.000,2424.630
400,SD 2C PM,PM,3034.050,0.000,0.000,0.000,376.050,0.000,2822.020
401,CABO  PM,PM,4369.460,0.000,0.000,0.000,752.100,0.000,4406.020
402,PROFESSOR EDUCACAO BASICA II,EDUCACAO,5524.900,0.000,0.000,0.000,0.000,0.000,4225.710
403,OFICIAL OPERACIONAL,SPPREV,1379.730,0.000,0.000,0.000,0.000,0.000,1350.740
404,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1674.400,0.000,0.000,0.000,0.000,0.000,1657.660
405,1TEN  PM,SPPREV,12429.400,0.000,0.000,0.000,0.000,0.000,6091.980
406,AGENTE DE ORGANIZACAO ESCOLAR,SPPREV,1645.130,0.000,0.000,0.000,0.000,0.000,1612.230
407,ASSIST.DIRETOR ESCOLA,SPPREV,3856.880,0.000,0.000,0.000,0.000,0.000,3699.120
408,PROFESSOR EDUCACAO BASICA II,SPPREV,948.720,0.000,0.000,0.000,0.000,0.000,913.870
409,PENSAO REVOLUCAO 1932,ADM GERAL,720.000,0.000,0.000,0.000,0.000,0.000,720.000
410,AUXILIAR DE SAUDE,SECRETARIA,5399.260,0.000,0.000,0.000,593.910,0.000,4642.710
411,AUXILIAR SERV. GERAIS,SAA,3730.290,0.000,0.000,0.000,0.000,0.000,2577.430
412,AUXILIAR DE SAUDE I,SPPREV,1230.170,0.000,0.000,0.000,0.000,0.000,1172.670
413,PENSAO REVOLUCAO 1932,ADM GERAL,720.000,0.000,0.000,0.000,0.000,0.000,719.030
414,AGENTE DE SERVICOS ESCOLARES,EDUCACAO,1231.220,615.600,0.000,0.000,0.000,0.000,1479.370
415,PROFESSOR EDUCACAO BASICA II,EDUCACAO,2943.800,0.000,0.000,0.000,89.070,0.000,2474.900
416,PROFESSOR EDUCACAO BASICA II,EDUCACAO,1389.120,0.000,0.000,0.000,159.650,0.000,1293.260
417,OPERADOR PRODUCAO,FURP,1948.830,0.000,0.000,0.000,0.000,0.000,1381.380
418,AUXILIAR DE ENFERMAGEM,SAUDE,2394.050,0.000,0.000,0.000,204.310,0.000,1810.090
419,PROFESSOR EDUCACAO BASICA I,SPPREV,3424.080,0.000,0.000,0.000,0.000,0.000,3316.880
420,PROFESSOR EDUCACAO BASICA I,SPPREV,3218.410,0.000,0.000,0.000,0.000,0.000,3154.050
421,PROFESSOR EDUCACAO BASICA I,SPPREV,2497.030,0.000,0.000,0.000,0.000,0.000,2358.060
422,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1278.840,0.000,0.000,0.000,0.000,0.000,1266.060
423,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,13475.000,0.000,9734.220,0.000,0.000,0.000,19715.320
424,PROFESSOR EDUCACAO BASICA II,SPPREV,2971.490,0.000,0.000,0.000,0.000,0.000,2725.830
425,PROFESSOR EDUCACAO BASICA I,SPPREV,2981.650,0.000,0.000,0.000,0.000,0.000,2851.800
426,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,5379.650,0.000,0.000,0.000,0.000,0.000,5159.310
427,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,18597.720,0.000,0.000,0.000,0.000,0.000,8290.800
428,PROFESSOR EDUCACAO BASICA II,EDUCACAO,5647.260,0.000,0.000,0.000,621.190,0.000,4780.570
429,COMPLEM. PENSAO - FEPASA,ADM GERAL,2608.940,0.000,0.000,0.000,0.000,0.000,547.470
430,PROFESSOR EDUCACAO BASICA II,SPPREV,3996.940,0.000,0.000,0.000,0.000,0.000,3500.820
431,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1698.220,0.000,0.000,0.000,0.000,0.000,1014.340
432,COMPLEM. PENSAO - FEPASA,ADM GERAL,3010.920,0.000,0.000,0.000,0.000,0.000,1021.570
433,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,3479.720,0.000,0.000,0.000,0.000,0.000,3444.930
434,PROFESSOR EDUCACAO BASICA II,SPPREV,3651.250,0.000,0.000,0.000,0.000,0.000,3334.230
435,PROFESSOR EDUCACAO BASICA I,SPPREV,3572.490,0.000,0.000,0.000,0.000,0.000,2100.630
436,TECNICO DE ENFERMAGEM,HCFMUSP,3686.650,0.000,0.000,0.000,0.000,0.000,2632.930
437,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2949.020,0.000,0.000,0.000,0.000,0.000,2831.980
438,PROFESSOR EDUCACAO BASICA I,SPPREV,3735.750,0.000,0.000,0.000,0.000,0.000,3420.670
439,PROFESSOR EDUCACAO BASICA I,SPPREV,3065.810,0.000,0.000,0.000,0.000,0.000,2934.600
440,ENCARREGADO ADMINIST II,FUND. CASA,4596.290,0.000,0.000,0.000,232.900,0.000,3457.840
441,COMPLEMENTACAO APOSENTADORIA,CEETEPS,8097.070,0.000,0.000,0.000,0.000,0.000,4442.980
442,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1104.000,0.000,0.000,0.000,0.000,0.000,1092.960
443,PROFESSOR EDUCACAO BASICA II,SPPREV,3318.750,0.000,0.000,0.000,0.000,0.000,2420.750
444,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,2308.380,0.000,0.000,0.000,0.000,0.000,2285.300
445,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,78.080,0.000,0.000,0.000,0.000,0.000,78.080
446,ASSISTENTE TECNICO II,CDHU,4710.600,0.000,0.000,0.000,0.000,0.000,3383.070
447,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1360.820,0.000,0.000,0.000,0.000,0.000,908.390
448,AGENTE DE SERVICOS ESCOLARES,SPPREV,1262.650,0.000,0.000,0.000,0.000,0.000,934.490
449,ANALISTA SUPORTE GESTAO,PRODESP,11655.110,0.000,0.000,0.000,1533.060,0.000,7575.940
450,3SGT  PM,PM,5077.680,0.000,0.000,0.000,401.120,0.000,4398.420
451,PROFESSOR EDUCACAO BASICA I,SPPREV,2774.490,0.000,0.000,0.000,0.000,0.000,2346.230
452,PROFESSOR EDUCACAO BASICA I,SPPREV,2774.490,0.000,0.000,0.000,0.000,0.000,2641.450
453,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,1104.000,0.000,0.000,0.000,222.560,0.000,1238.240
454,COMPLEMENTACAO DE PENSAO - CESP/CTEEP,ADM GERAL,3455.030,0.000,0.000,0.000,0.000,0.000,669.180
455,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,5177.180,0.000,0.000,0.000,0.000,0.000,2782.840
456,PROFESSOR EDUCACAO BASICA II,EDUCACAO,3671.940,0.000,0.000,0.000,24.610,0.000,1804.190
457,PROFESSOR EDUCACAO BASICA I,SPPREV,2885.460,0.000,0.000,0.000,0.000,0.000,2789.040
458,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,7595.950,0.000,0.000,0.000,0.000,0.000,6634.680
459,PROFESSOR EDUCACAO BASICA I,SPPREV,3847.280,0.000,0.000,0.000,0.000,0.000,3750.990
460,PROFESSOR EDUCACAO BASICA II,SPPREV,3027.120,0.000,0.000,0.000,0.000,0.000,3025.720
461,PROFESSOR EDUCACAO BASICA I,SPPREV,3458.860,0.000,0.000,0.000,0.000,0.000,3356.790
462,COMPLEM. PENSAO - FEPASA,ADM GERAL,2270.250,0.000,0.000,0.000,0.000,0.000,952.440
463,PROFESSOR EDUCACAO BASICA II,EDUCACAO,3992.600,0.000,-12.230,0.000,0.000,0.000,2907.940
464,AUX.PAPILOSC.POL.1A CLASSE,SPPREV,5239.810,2619.910,0.000,0.000,0.000,0.000,5987.390
465,AGENTE DE ORGANIZACAO ESCOLAR,SPPREV,1571.670,0.000,0.000,0.000,0.000,0.000,1446.550
466,AG.APOIO PESQ.CIENT.TECNOL.,SPPREV,1972.630,0.000,0.000,0.000,0.000,0.000,1552.780
467,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,2072.010,0.000,0.000,0.000,0.000,0.000,1753.650
468,COMPLEM. PENSAO - FEPASA,ADM GERAL,2544.640,48.780,0.000,0.000,0.000,0.000,146.360
469,AGENTE DE ORGANIZACAO ESCOLAR,EDUCACAO,1155.010,0.000,0.000,0.000,143.990,0.000,1040.970
470,PROFESSOR EDUCACAO BASICA I,SPPREV,3956.920,0.000,0.000,0.000,0.000,0.000,3378.920
471,PROFESSOR EDUCACAO BASICA I,SPPREV,2642.370,0.000,0.000,0.000,0.000,0.000,2523.220
472,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,18622.340,0.000,0.000,0.000,0.000,0.000,13474.620
473,DIRETOR DE ESCOLA,SPPREV,4794.490,0.000,0.000,0.000,0.000,0.000,3373.280
474,PROFESSOR EDUCACAO BASICA I,EDUCACAO,2815.970,0.000,0.000,0.000,119.840,0.000,2024.780
475,PROFESSOR EDUCACAO BASICA I,EDUCACAO,2199.030,0.000,0.000,0.000,156.850,0.000,1956.680
476,PROFESSOR EDUCACAO BASICA I,EDUCACAO,3303.820,0.000,0.000,0.000,15.200,0.000,1998.730
477,AUXILIAR DE ENFERMAGEM,SAUDE,2578.390,0.000,0.000,0.000,208.450,0.000,1863.930
478,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,386.530,0.000,0.000,0.000,0.000,0.000,386.530
479,ESTAGIARIO,SPPREV,937.000,468.500,0.000,0.000,0.000,0.000,1386.760
480,AUXILIAR SERV. GERAIS,SPPREV,1213.030,0.000,0.000,0.000,0.000,0.000,1188.770
481,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1030.580,0.000,0.000,0.000,0.000,0.000,1020.280
482,PROFESSOR EDUCACAO BASICA I,EDUCACAO,2336.470,0.000,0.000,0.000,116.310,0.000,2217.120
483,PROFESSOR EDUCACAO BASICA I,SPPREV,3290.930,0.000,0.000,0.000,0.000,0.000,2954.660
484,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,11900.210,0.000,0.000,0.000,0.000,0.000,11689.080
485,BENEFICIARIO DE SERVIDOR ESTADUAL-IPESP,SPPREV,1994.470,0.000,0.000,0.000,0.000,0.000,1974.530
486,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,7065.780,0.000,0.000,0.000,0.000,0.000,5287.090
487,PROFESSOR EDUCACAO BASICA I,EDUCACAO,3642.470,1821.230,0.000,0.000,0.000,0.000,4585.550
488,BENEFICIARIO DA POLICIA MILITAR - CBPM,SPPREV,5962.780,2981.390,0.000,0.000,0.000,0.000,6591.620
489,AUXILIAR SERV. GERAIS,SPPREV,1743.400,0.000,0.000,0.000,0.000,0.000,1280.620
490,OFICIAL AP.PESQ.CIENT.TECNOL.,SPPREV,1700.250,0.000,0.000,0.000,0.000,0.000,1632.130
491,AUXILIAR DE ENFERMAGEM,HCFMUSP,3177.890,0.000,0.000,0.000,0.000,0.000,2706.690
